Date,Public Health Unit,Cases by episode date,7 day rolling average: Cases by episode date,Cases rate by episode date,Cases by reported date,7 day rolling average: Cases by reported date,Cases rate by reported date,Hospitalizations,Hospitalizations rate,Deaths,Deaths rate
"September 13, 2020",Niagara Region Public Health,10,4,2.1,5,3,1,0,0,0,0
"September 14, 2020",Niagara Region Public Health,5,5,1,2,3,0.4,0,0,0,0
"September 15, 2020",Niagara Region Public Health,5,5,1,3,3,0.6,0,0,0,0
"September 16, 2020",Niagara Region Public Health,8,6,1.7,9,3,1.9,0,0,0,0
"September 17, 2020",Niagara Region Public Health,3,6,0.6,5,4,1,0,0,0,0
"September 18, 2020",Niagara Region Public Health,6,6,1.2,2,5,0.4,1,0.2,0,0
"September 19, 2020",Niagara Region Public Health,7,6,1.4,1,5,0.2,0,0,0,0
"September 20, 2020",Niagara Region Public Health,7,6,1.4,3,4,0.6,0,0,0,0
"September 21, 2020",Niagara Region Public Health,17,6,3.5,6,4,1.2,2,0.4,0,0
"September 22, 2020",Niagara Region Public Health,10,8,2.1,2,4,0.4,0,0,0,0
"September 23, 2020",Niagara Region Public Health,12,8,2.5,5,4,1,0,0,0,0
"September 24, 2020",Niagara Region Public Health,13,9,2.7,7,3,1.4,1,0.2,0,0
"September 25, 2020",Niagara Region Public Health,15,10,3.1,10,4,2.1,0,0,0,0
"September 26, 2020",Niagara Region Public Health,11,12,2.3,23,5,4.7,0,0,0,0
"September 27, 2020",Niagara Region Public Health,11,12,2.3,13,8,2.7,0,0,0,0
"September 28, 2020",Niagara Region Public Health,10,13,2.1,9,9,1.9,0,0,0,0
"September 29, 2020",Niagara Region Public Health,11,12,2.3,9,10,1.9,0,0,0,0
"September 30, 2020",Niagara Region Public Health,13,12,2.7,10,11,2.1,0,0,0,0
"October 1, 2020",Niagara Region Public Health,10,12,2.1,11,12,2.3,0,0,1,0.2
"October 2, 2020",Niagara Region Public Health,10,12,2.1,10,12,2.1,1,0.2,0,0
"October 3, 2020",Niagara Region Public Health,8,11,1.7,17,12,3.5,2,0.4,0,0
"October 4, 2020",Niagara Region Public Health,13,10,2.7,13,11,2.7,1,0.2,0,0
"October 5, 2020",Niagara Region Public Health,10,11,2.1,10,11,2.1,0,0,0,0
"October 6, 2020",Niagara Region Public Health,16,11,3.3,9,11,1.9,0,0,0,0
"October 7, 2020",Niagara Region Public Health,10,11,2.1,5,11,1,0,0,0,0
"October 8, 2020",Niagara Region Public Health,5,11,1,12,11,2.5,2,0.4,0,0
"October 9, 2020",Niagara Region Public Health,3,10,0.6,16,11,3.3,0,0,0,0
"October 10, 2020",Niagara Region Public Health,3,9,0.6,6,12,1.2,1,0.2,0,0
"October 11, 2020",Niagara Region Public Health,4,9,0.8,13,10,2.7,0,0,0,0
"October 12, 2020",Niagara Region Public Health,11,7,2.3,1,10,0.2,1,0.2,0,0
"October 13, 2020",Niagara Region Public Health,11,7,2.3,12,9,2.5,1,0.2,1,0.2
"October 14, 2020",Niagara Region Public Health,6,7,1.2,7,9,1.4,0,0,0,0
"October 15, 2020",Niagara Region Public Health,9,6,1.9,5,10,1,0,0,1,0.2
"October 16, 2020",Niagara Region Public Health,16,7,3.3,7,9,1.4,1,0.2,2,0.4
"October 17, 2020",Niagara Region Public Health,16,9,3.3,9,7,1.9,1,0.2,0,0
"October 18, 2020",Niagara Region Public Health,9,10,1.9,15,8,3.1,0,0,0,0
"October 19, 2020",Niagara Region Public Health,14,11,2.9,14,8,2.9,1,0.2,0,0
"October 20, 2020",Niagara Region Public Health,17,12,3.5,10,10,2.1,2,0.4,1,0.2
"October 21, 2020",Niagara Region Public Health,13,12,2.7,11,10,2.3,0,0,0,0
"October 22, 2020",Niagara Region Public Health,10,13,2.1,13,10,2.7,1,0.2,0,0
"October 23, 2020",Niagara Region Public Health,14,14,2.9,7,11,1.4,0,0,0,0
"October 24, 2020",Niagara Region Public Health,18,13,3.7,22,11,4.5,0,0,0,0
"October 25, 2020",Niagara Region Public Health,15,14,3.1,4,13,0.8,1,0.2,0,0
"October 26, 2020",Niagara Region Public Health,26,14,5.4,8,12,1.7,1,0.2,0,0
"October 27, 2020",Niagara Region Public Health,30,16,6.2,12,11,2.5,0,0,0,0
"October 28, 2020",Niagara Region Public Health,26,18,5.4,23,11,4.7,0,0,1,0.2
"October 29, 2020",Niagara Region Public Health,23,20,4.7,30,13,6.2,4,0.8,1,0.2
"October 30, 2020",Niagara Region Public Health,20,22,4.1,17,15,3.5,3,0.6,2,0.4
"October 31, 2020",Niagara Region Public Health,28,23,5.8,25,17,5.2,0,0,0,0
"November 1, 2020",Niagara Region Public Health,32,24,6.6,38,17,7.8,1,0.2,0,0
"November 2, 2020",Niagara Region Public Health,47,26,9.7,19,22,3.9,0,0,0,0
"November 3, 2020",Niagara Region Public Health,25,29,5.2,20,23,4.1,1,0.2,1,0.2
"November 4, 2020",Niagara Region Public Health,29,29,6,19,25,3.9,1,0.2,0,0
"November 5, 2020",Niagara Region Public Health,29,29,6,32,24,6.6,3,0.6,1,0.2
"November 6, 2020",Niagara Region Public Health,28,30,5.8,28,24,5.8,1,0.2,1,0.2
"November 7, 2020",Niagara Region Public Health,24,31,5,19,26,3.9,1,0.2,1,0.2
"November 8, 2020",Niagara Region Public Health,16,31,3.3,22,25,4.5,3,0.6,0,0
"November 9, 2020",Niagara Region Public Health,31,28,6.4,60,23,12.4,2,0.4,0,0
"November 10, 2020",Niagara Region Public Health,12,26,2.5,29,29,6,1,0.2,0,0
"November 11, 2020",Niagara Region Public Health,16,24,3.3,20,30,4.1,2,0.4,0,0
"November 12, 2020",Niagara Region Public Health,20,22,4.1,13,30,2.7,2,0.4,1,0.2
"November 13, 2020",Niagara Region Public Health,17,21,3.5,27,27,5.6,4,0.8,0,0
"November 14, 2020",Niagara Region Public Health,14,19,2.9,18,27,3.7,3,0.6,0,0
"November 15, 2020",Niagara Region Public Health,24,18,5,20,27,4.1,1,0.2,0,0
"November 16, 2020",Niagara Region Public Health,29,19,6,24,27,5,2,0.4,1,0.2
"November 17, 2020",Niagara Region Public Health,30,19,6.2,19,22,3.9,0,0,1,0.2
"November 18, 2020",Niagara Region Public Health,27,21,5.6,15,20,3.1,0,0,0,0
"November 19, 2020",Niagara Region Public Health,12,23,2.5,34,19,7,0,0,0,0
"November 20, 2020",Niagara Region Public Health,25,22,5.2,23,22,4.7,5,1,0,0
"November 21, 2020",Niagara Region Public Health,21,23,4.3,18,22,3.7,1,0.2,1,0.2
"November 22, 2020",Niagara Region Public Health,22,24,4.5,22,22,4.5,2,0.4,0,0
"November 23, 2020",Niagara Region Public Health,17,24,3.5,19,22,3.9,2,0.4,1,0.2
"November 24, 2020",Niagara Region Public Health,24,22,5,17,21,3.5,5,1,0,0
"November 25, 2020",Niagara Region Public Health,28,21,5.8,21,21,4.3,5,1,0,0
"November 26, 2020",Niagara Region Public Health,19,21,3.9,29,22,6,3,0.6,1,0.2
"November 27, 2020",Niagara Region Public Health,30,22,6.2,22,21,4.5,3,0.6,0,0
"November 28, 2020",Niagara Region Public Health,15,23,3.1,21,21,4.3,3,0.6,0,0
"November 29, 2020",Niagara Region Public Health,28,22,5.8,14,22,2.9,2,0.4,1,0.2
"November 30, 2020",Niagara Region Public Health,32,23,6.6,32,20,6.6,1,0.2,0,0
"December 1, 2020",Niagara Region Public Health,35,25,7.2,7,22,1.4,4,0.8,2,0.4
"December 2, 2020",Niagara Region Public Health,31,27,6.4,29,21,6,4,0.8,1,0.2
"December 3, 2020",Niagara Region Public Health,25,27,5.2,16,22,3.3,3,0.6,0,0
"December 4, 2020",Niagara Region Public Health,33,28,6.8,30,20,6.2,5,1,0,0
"December 5, 2020",Niagara Region Public Health,32,28,6.6,37,21,7.6,4,0.8,0,0
"December 6, 2020",Niagara Region Public Health,26,31,5.4,18,24,3.7,1,0.2,0,0
"December 7, 2020",Niagara Region Public Health,42,31,8.7,34,24,7,4,0.8,0,0
"December 8, 2020",Niagara Region Public Health,62,32,12.8,21,24,4.3,6,1.2,1,0.2
"December 9, 2020",Niagara Region Public Health,65,36,13.4,35,26,7.2,7,1.4,0,0
"December 10, 2020",Niagara Region Public Health,52,41,10.7,56,27,11.6,10,2.1,0,0
"December 11, 2020",Niagara Region Public Health,44,45,9.1,58,33,12,4,0.8,2,0.4
"December 12, 2020",Niagara Region Public Health,54,46,11.1,60,37,12.4,5,1,2,0.4
"December 13, 2020",Niagara Region Public Health,60,49,12.4,36,40,7.4,4,0.8,0,0
"December 14, 2020",Niagara Region Public Health,86,54,17.7,56,43,11.6,1,0.2,1,0.2
"December 15, 2020",Niagara Region Public Health,131,60,27,53,46,10.9,6,1.2,3,0.6
"December 16, 2020",Niagara Region Public Health,75,70,15.5,42,51,8.7,6,1.2,2,0.4
"December 17, 2020",Niagara Region Public Health,103,72,21.2,69,52,14.2,9,1.9,2,0.4
"December 18, 2020",Niagara Region Public Health,59,79,12.2,165,53,34,3,0.6,4,0.8
"December 19, 2020",Niagara Region Public Health,66,81,13.6,89,69,18.4,4,0.8,1,0.2
"December 20, 2020",Niagara Region Public Health,95,83,19.6,44,73,9.1,9,1.9,4,0.8
"December 21, 2020",Niagara Region Public Health,100,88,20.6,70,74,14.4,6,1.2,2,0.4
"December 22, 2020",Niagara Region Public Health,101,90,20.8,81,76,16.7,6,1.2,2,0.4
"December 23, 2020",Niagara Region Public Health,121,86,25,71,80,14.6,6,1.2,5,1
"December 24, 2020",Niagara Region Public Health,81,92,16.7,100,84,20.6,5,1,5,1
"December 25, 2020",Niagara Region Public Health,79,89,16.3,83,89,17.1,8,1.7,5,1
"December 26, 2020",Niagara Region Public Health,127,92,26.2,68,77,14,2,0.4,7,1.4
"December 27, 2020",Niagara Region Public Health,105,101,21.7,81,74,16.7,11,2.3,6,1.2
"December 28, 2020",Niagara Region Public Health,154,102,31.8,88,79,18.2,7,1.4,2,0.4
"December 29, 2020",Niagara Region Public Health,130,110,26.8,109,82,22.5,7,1.4,1,0.2
"December 30, 2020",Niagara Region Public Health,136,114,28.1,129,86,26.6,4,0.8,4,0.8
"December 31, 2020",Niagara Region Public Health,147,116,30.3,104,94,21.5,6,1.2,3,0.6
"January 1, 2021",Niagara Region Public Health,121,125,25,144,95,29.7,6,1.2,7,1.4
"January 2, 2021",Niagara Region Public Health,123,131,25.4,82,103,16.9,9,1.9,2,0.4
"January 3, 2021",Niagara Region Public Health,138,131,28.5,110,105,22.7,5,1,5,1
"January 4, 2021",Niagara Region Public Health,172,136,35.5,164,109,33.8,13,2.7,7,1.4
"January 5, 2021",Niagara Region Public Health,145,138,29.9,145,120,29.9,3,0.6,6,1.2
"January 6, 2021",Niagara Region Public Health,167,140,34.4,172,125,35.5,6,1.2,7,1.4
"January 7, 2021",Niagara Region Public Health,176,145,36.3,172,132,35.5,2,0.4,2,0.4
"January 8, 2021",Niagara Region Public Health,163,149,33.6,159,141,32.8,5,1,7,1.4
"January 9, 2021",Niagara Region Public Health,141,155,29.1,162,143,33.4,4,0.8,0,0
"January 10, 2021",Niagara Region Public Health,117,157,24.1,207,155,42.7,11,2.3,7,1.4
"January 11, 2021",Niagara Region Public Health,146,154,30.1,160,169,33,10,2.1,4,0.8
"January 12, 2021",Niagara Region Public Health,146,151,30.1,179,168,36.9,3,0.6,4,0.8
"January 13, 2021",Niagara Region Public Health,180,151,37.1,136,173,28.1,5,1,4,0.8
"January 14, 2021",Niagara Region Public Health,124,153,25.6,134,168,27.6,3,0.6,6,1.2
"January 15, 2021",Niagara Region Public Health,105,145,21.7,197,162,40.6,6,1.2,3,0.6
"January 16, 2021",Niagara Region Public Health,87,137,17.9,131,168,27,3,0.6,11,2.3
"January 17, 2021",Niagara Region Public Health,96,129,19.8,104,163,21.5,5,1,7,1.4
"January 18, 2021",Niagara Region Public Health,110,126,22.7,96,149,19.8,4,0.8,7,1.4
"January 19, 2021",Niagara Region Public Health,78,121,16.1,96,140,19.8,8,1.7,7,1.4
"January 20, 2021",Niagara Region Public Health,99,111,20.4,115,128,23.7,6,1.2,4,0.8
"January 21, 2021",Niagara Region Public Health,91,100,18.8,104,125,21.5,10,2.1,9,1.9
"January 22, 2021",Niagara Region Public Health,65,95,13.4,110,120,22.7,5,1,13,2.7
"January 23, 2021",Niagara Region Public Health,79,89,16.3,75,108,15.5,2,0.4,4,0.8
"January 24, 2021",Niagara Region Public Health,58,88,12,97,100,20,5,1,5,1
"January 25, 2021",Niagara Region Public Health,94,83,19.4,67,99,13.8,4,0.8,9,1.9
"January 26, 2021",Niagara Region Public Health,75,81,15.5,98,95,20.2,3,0.6,15,3.1
"January 27, 2021",Niagara Region Public Health,77,80,15.9,117,95,24.1,3,0.6,4,0.8
"January 28, 2021",Niagara Region Public Health,48,77,9.9,72,95,14.9,2,0.4,2,0.4
"January 29, 2021",Niagara Region Public Health,29,71,6,75,91,15.5,3,0.6,7,1.4
"January 30, 2021",Niagara Region Public Health,39,66,8,87,86,17.9,6,1.2,3,0.6
"January 31, 2021",Niagara Region Public Health,25,60,5.2,46,88,9.5,3,0.6,4,0.8
"February 1, 2021",Niagara Region Public Health,47,55,9.7,40,80,8.3,1,0.2,5,1
"February 2, 2021",Niagara Region Public Health,40,49,8.3,42,76,8.7,3,0.6,3,0.6
"February 3, 2021",Niagara Region Public Health,51,44,10.5,47,68,9.7,2,0.4,4,0.8
"February 4, 2021",Niagara Region Public Health,16,40,3.3,52,58,10.7,2,0.4,3,0.6
"February 5, 2021",Niagara Region Public Health,29,35,6,45,56,9.3,3,0.6,2,0.4
"February 6, 2021",Niagara Region Public Health,29,35,6,28,51,5.8,3,0.6,3,0.6
"February 7, 2021",Niagara Region Public Health,30,34,6.2,24,43,5,1,0.2,1,0.2
"February 8, 2021",Niagara Region Public Health,35,35,7.2,18,40,3.7,3,0.6,2,0.4
"February 9, 2021",Niagara Region Public Health,27,33,5.6,15,37,3.1,2,0.4,2,0.4
"February 10, 2021",Niagara Region Public Health,22,31,4.5,30,33,6.2,2,0.4,2,0.4
"February 11, 2021",Niagara Region Public Health,17,27,3.5,34,30,7,5,1,0,0
"February 12, 2021",Niagara Region Public Health,9,27,1.9,23,28,4.7,2,0.4,1,0.2
"February 13, 2021",Niagara Region Public Health,10,24,2.1,26,25,5.4,1,0.2,1,0.2
"February 14, 2021",Niagara Region Public Health,8,21,1.7,19,24,3.9,1,0.2,0,0
"February 15, 2021",Niagara Region Public Health,13,18,2.7,13,24,2.7,2,0.4,1,0.2
"February 16, 2021",Niagara Region Public Health,14,15,2.9,14,23,2.9,1,0.2,0,0
"February 17, 2021",Niagara Region Public Health,9,13,1.9,8,23,1.7,0,0,1,0.2
"February 18, 2021",Niagara Region Public Health,16,11,3.3,24,20,5,1,0.2,1,0.2
"February 19, 2021",Niagara Region Public Health,13,11,2.7,18,18,3.7,0,0,0,0
"February 20, 2021",Niagara Region Public Health,16,12,3.3,17,17,3.5,0,0,1,0.2
"February 21, 2021",Niagara Region Public Health,16,13,3.3,13,16,2.7,2,0.4,0,0
"February 22, 2021",Niagara Region Public Health,13,14,2.7,16,15,3.3,0,0,1,0.2
"February 23, 2021",Niagara Region Public Health,16,14,3.3,16,16,3.3,0,0,0,0
"February 24, 2021",Niagara Region Public Health,19,14,3.9,15,16,3.1,0,0,0,0
"February 25, 2021",Niagara Region Public Health,15,16,3.1,18,17,3.7,1,0.2,0,0
"February 26, 2021",Niagara Region Public Health,24,15,5,16,16,3.3,1,0.2,0,0
"February 27, 2021",Niagara Region Public Health,11,17,2.3,22,16,4.5,0,0,0,0
"February 28, 2021",Niagara Region Public Health,33,16,6.8,16,17,3.3,1,0.2,0,0
"March 1, 2021",Niagara Region Public Health,23,19,4.7,18,17,3.7,2,0.4,0,0
"March 2, 2021",Niagara Region Public Health,26,20,5.4,21,17,4.3,0,0,0,0
"March 3, 2021",Niagara Region Public Health,26,22,5.4,31,18,6.4,1,0.2,0,0
"March 4, 2021",Niagara Region Public Health,22,23,4.5,18,20,3.7,3,0.6,0,0
"March 5, 2021",Niagara Region Public Health,24,24,5,30,20,6.2,0,0,0,0
"March 6, 2021",Niagara Region Public Health,28,24,5.8,26,22,5.4,1,0.2,0,0
"March 7, 2021",Niagara Region Public Health,32,26,6.6,18,23,3.7,0,0,1,0.2
"March 8, 2021",Niagara Region Public Health,34,26,7,20,23,4.1,0,0,1,0.2
"March 9, 2021",Niagara Region Public Health,24,27,5,27,23,5.6,1,0.2,1,0.2
"March 10, 2021",Niagara Region Public Health,39,27,8,32,24,6.6,0,0,0,0
"March 11, 2021",Niagara Region Public Health,30,29,6.2,26,24,5.4,1,0.2,1,0.2
"March 12, 2021",Niagara Region Public Health,36,30,7.4,28,26,5.8,1,0.2,0,0
"March 13, 2021",Niagara Region Public Health,36,32,7.4,33,25,6.8,2,0.4,0,0
"March 14, 2021",Niagara Region Public Health,43,33,8.9,26,26,5.4,2,0.4,0,0
"March 15, 2021",Niagara Region Public Health,51,35,10.5,50,27,10.3,1,0.2,0,0
"March 16, 2021",Niagara Region Public Health,34,37,7,41,32,8.5,1,0.2,0,0
"March 17, 2021",Niagara Region Public Health,38,38,7.8,27,34,5.6,1,0.2,0,0
"March 18, 2021",Niagara Region Public Health,36,38,7.4,31,33,6.4,1,0.2,1,0.2
"March 19, 2021",Niagara Region Public Health,36,39,7.4,44,34,9.1,1,0.2,1,0.2
"March 20, 2021",Niagara Region Public Health,36,39,7.4,37,36,7.6,2,0.4,0,0
"March 21, 2021",Niagara Region Public Health,31,39,6.4,25,37,5.2,0,0,0,0
"March 22, 2021",Niagara Region Public Health,42,37,8.7,37,36,7.6,0,0,0,0
"March 23, 2021",Niagara Region Public Health,64,36,13.2,50,35,10.3,4,0.8,0,0
"March 24, 2021",Niagara Region Public Health,74,40,15.3,28,36,5.8,2,0.4,0,0
"March 25, 2021",Niagara Region Public Health,72,46,14.9,54,36,11.1,2,0.4,0,0
"March 26, 2021",Niagara Region Public Health,78,51,16.1,75,39,15.5,3,0.6,1,0.2
"March 27, 2021",Niagara Region Public Health,65,57,13.4,55,44,11.3,1,0.2,0,0
"March 28, 2021",Niagara Region Public Health,59,61,12.2,43,46,8.9,0,0,0,0
"March 29, 2021",Niagara Region Public Health,87,65,17.9,50,49,10.3,1,0.2,0,0
"March 30, 2021",Niagara Region Public Health,93,71,19.2,66,51,13.6,0,0,0,0
"March 31, 2021",Niagara Region Public Health,102,75,21,96,53,19.8,3,0.6,0,0
"April 1, 2021",Niagara Region Public Health,113,79,23.3,97,63,20,4,0.8,0,0
"April 2, 2021",Niagara Region Public Health,137,85,28.3,88,69,18.2,0,0,0,0
"April 3, 2021",Niagara Region Public Health,107,94,22.1,112,71,23.1,2,0.4,0,0
"April 4, 2021",Niagara Region Public Health,116,100,23.9,93,79,19.2,4,0.8,0,0
"April 5, 2021",Niagara Region Public Health,179,108,36.9,68,86,14,4,0.8,0,0
"April 6, 2021",Niagara Region Public Health,155,121,32,127,89,26.2,1,0.2,0,0
"April 7, 2021",Niagara Region Public Health,172,130,35.5,125,97,25.8,2,0.4,0,0
"April 8, 2021",Niagara Region Public Health,159,140,32.8,80,101,16.5,3,0.6,1,0.2
"April 9, 2021",Niagara Region Public Health,168,146,34.7,143,99,29.5,8,1.7,0,0
"April 10, 2021",Niagara Region Public Health,187,151,38.6,103,107,21.2,3,0.6,0,0
"April 11, 2021",Niagara Region Public Health,152,162,31.4,113,106,23.3,2,0.4,0,0
"April 12, 2021",Niagara Region Public Health,203,167,41.9,196,108,40.4,11,2.3,2,0.4
"April 13, 2021",Niagara Region Public Health,152,171,31.4,152,127,31.4,8,1.7,3,0.6
"April 14, 2021",Niagara Region Public Health,146,170,30.1,251,130,51.8,4,0.8,3,0.6
"April 15, 2021",Niagara Region Public Health,140,167,28.9,150,148,30.9,9,1.9,0,0
"April 16, 2021",Niagara Region Public Health,186,164,38.4,164,158,33.8,11,2.3,1,0.2
"April 17, 2021",Niagara Region Public Health,154,167,31.8,147,161,30.3,5,1,0,0
"April 18, 2021",Niagara Region Public Health,120,162,24.8,148,168,30.5,3,0.6,0,0
"April 19, 2021",Niagara Region Public Health,170,157,35.1,168,173,34.7,6,1.2,2,0.4
"April 20, 2021",Niagara Region Public Health,152,153,31.4,182,169,37.5,3,0.6,0,0
"April 21, 2021",Niagara Region Public Health,155,153,32,200,173,41.3,3,0.6,1,0.2
"April 22, 2021",Niagara Region Public Health,137,154,28.3,222,166,45.8,10,2.1,0,0
"April 23, 2021",Niagara Region Public Health,129,153,26.6,170,176,35.1,1,0.2,0,0
"April 24, 2021",Niagara Region Public Health,115,145,23.7,98,177,20.2,6,1.2,1,0.2
"April 25, 2021",Niagara Region Public Health,96,140,19.8,168,170,34.7,5,1,1,0.2
"April 26, 2021",Niagara Region Public Health,114,136,23.5,111,173,22.9,7,1.4,2,0.4
"April 27, 2021",Niagara Region Public Health,99,128,20.4,112,164,23.1,3,0.6,0,0
"April 28, 2021",Niagara Region Public Health,101,121,20.8,142,154,29.3,7,1.4,2,0.4
"April 29, 2021",Niagara Region Public Health,85,113,17.5,141,146,29.1,2,0.4,2,0.4
"April 30, 2021",Niagara Region Public Health,103,106,21.2,22,135,4.5,5,1,0,0
"May 1, 2021",Niagara Region Public Health,100,102,20.6,170,113,35.1,2,0.4,0,0
"May 2, 2021",Niagara Region Public Health,85,100,17.5,88,124,18.2,4,0.8,1,0.2
"May 3, 2021",Niagara Region Public Health,95,98,19.6,99,112,20.4,4,0.8,0,0
"May 4, 2021",Niagara Region Public Health,86,95,17.7,93,111,19.2,2,0.4,0,0
"May 5, 2021",Niagara Region Public Health,90,94,18.6,114,108,23.5,3,0.6,0,0
"May 6, 2021",Niagara Region Public Health,89,92,18.4,96,104,19.8,4,0.8,0,0
"May 7, 2021",Niagara Region Public Health,85,93,17.5,104,97,21.5,2,0.4,0,0
"May 8, 2021",Niagara Region Public Health,56,90,11.6,95,109,19.6,4,0.8,1,0.2
"May 9, 2021",Niagara Region Public Health,58,84,12,70,98,14.4,3,0.6,1,0.2
"May 10, 2021",Niagara Region Public Health,74,80,15.3,57,96,11.8,1,0.2,0,0
"May 11, 2021",Niagara Region Public Health,57,77,11.8,75,90,15.5,5,1,1,0.2
"May 12, 2021",Niagara Region Public Health,52,73,10.7,82,87,16.9,2,0.4,1,0.2
"May 13, 2021",Niagara Region Public Health,53,67,10.9,54,83,11.1,4,0.8,0,0
"May 14, 2021",Niagara Region Public Health,60,62,12.4,73,77,15.1,1,0.2,1,0.2
"May 15, 2021",Niagara Region Public Health,55,59,11.3,73,72,15.1,4,0.8,0,0
"May 16, 2021",Niagara Region Public Health,31,58,6.4,37,69,7.6,2,0.4,0,0
"May 17, 2021",Niagara Region Public Health,54,55,11.1,50,64,10.3,4,0.8,0,0
"May 18, 2021",Niagara Region Public Health,37,52,7.6,55,63,11.3,0,0,0,0
"May 19, 2021",Niagara Region Public Health,43,49,8.9,43,61,8.9,3,0.6,3,0.6
"May 20, 2021",Niagara Region Public Health,44,48,9.1,42,55,8.7,1,0.2,0,0
"May 21, 2021",Niagara Region Public Health,18,46,3.7,46,53,9.5,2,0.4,0,0
"May 22, 2021",Niagara Region Public Health,47,40,9.7,35,49,7.2,1,0.2,0,0
"May 23, 2021",Niagara Region Public Health,19,39,3.9,32,44,6.6,3,0.6,0,0
"May 24, 2021",Niagara Region Public Health,29,37,6,27,43,5.6,3,0.6,0,0
"May 25, 2021",Niagara Region Public Health,27,34,5.6,42,40,8.7,1,0.2,0,0
"May 26, 2021",Niagara Region Public Health,24,32,5,40,38,8.3,0,0,0,0
"May 27, 2021",Niagara Region Public Health,23,30,4.7,30,38,6.2,1,0.2,0,0
"May 28, 2021",Niagara Region Public Health,23,27,4.7,21,36,4.3,0,0,2,0.4
"May 29, 2021",Niagara Region Public Health,16,27,3.3,37,32,7.6,0,0,0,0
"May 30, 2021",Niagara Region Public Health,9,23,1.9,15,33,3.1,5,1,0,0
"May 31, 2021",Niagara Region Public Health,35,22,7.2,14,30,2.9,0,0,1,0.2
"June 1, 2021",Niagara Region Public Health,30,22,6.2,35,28,7.2,2,0.4,0,0
"June 2, 2021",Niagara Region Public Health,26,23,5.4,30,27,6.2,3,0.6,1,0.2
"June 3, 2021",Niagara Region Public Health,21,23,4.3,17,26,3.5,4,0.8,0,0
"June 4, 2021",Niagara Region Public Health,21,23,4.3,40,24,8.3,1,0.2,0,0
"June 5, 2021",Niagara Region Public Health,21,23,4.3,22,27,4.5,1,0.2,2,0.4
"June 6, 2021",Niagara Region Public Health,10,23,2.1,17,25,3.5,0,0,0,0
"June 7, 2021",Niagara Region Public Health,19,23,3.9,27,25,5.6,1,0.2,0,0
"June 8, 2021",Niagara Region Public Health,11,21,2.3,16,27,3.3,1,0.2,0,0
"June 9, 2021",Niagara Region Public Health,26,18,5.4,18,24,3.7,2,0.4,1,0.2
"June 10, 2021",Niagara Region Public Health,13,18,2.7,22,22,4.5,1,0.2,0,0
"June 11, 2021",Niagara Region Public Health,14,17,2.9,22,23,4.5,1,0.2,0,0
"June 12, 2021",Niagara Region Public Health,12,16,2.5,19,21,3.9,1,0.2,0,0
"June 13, 2021",Niagara Region Public Health,12,15,2.5,7,20,1.4,1,0.2,0,0
"June 14, 2021",Niagara Region Public Health,12,15,2.5,11,19,2.3,1,0.2,0,0
"June 15, 2021",Niagara Region Public Health,13,14,2.7,12,16,2.5,1,0.2,0,0
"June 16, 2021",Niagara Region Public Health,5,15,1,14,16,2.9,2,0.4,0,0
"June 17, 2021",Niagara Region Public Health,9,12,1.9,11,15,2.3,2,0.4,0,0
"June 18, 2021",Niagara Region Public Health,11,11,2.3,7,14,1.4,0,0,0,0
"June 19, 2021",Niagara Region Public Health,2,11,0.4,15,12,3.1,0,0,0,0
"June 20, 2021",Niagara Region Public Health,8,9,1.7,8,11,1.7,0,0,1,0.2
"June 21, 2021",Niagara Region Public Health,7,9,1.4,6,11,1.2,0,0,0,0
"June 22, 2021",Niagara Region Public Health,11,8,2.3,13,10,2.7,0,0,1,0.2
"June 23, 2021",Niagara Region Public Health,10,8,2.1,7,11,1.4,1,0.2,1,0.2
"June 24, 2021",Niagara Region Public Health,10,8,2.1,14,10,2.9,1,0.2,0,0
"June 25, 2021",Niagara Region Public Health,10,8,2.1,10,10,2.1,0,0,0,0
"June 26, 2021",Niagara Region Public Health,4,8,0.8,10,10,2.1,0,0,0,0
"June 27, 2021",Niagara Region Public Health,6,9,1.2,9,10,1.9,1,0.2,0,0
"June 28, 2021",Niagara Region Public Health,6,8,1.2,6,10,1.2,0,0,0,0
"June 29, 2021",Niagara Region Public Health,11,8,2.3,3,10,0.6,1,0.2,1,0.2
"June 30, 2021",Niagara Region Public Health,12,8,2.5,9,8,1.9,0,0,0,0
"July 1, 2021",Niagara Region Public Health,7,8,1.4,9,9,1.9,0,0,0,0
"July 2, 2021",Niagara Region Public Health,6,8,1.2,13,8,2.7,2,0.4,0,0
"July 3, 2021",Niagara Region Public Health,4,7,0.8,8,8,1.7,1,0.2,0,0
"July 4, 2021",Niagara Region Public Health,6,7,1.2,9,8,1.9,0,0,0,0
"July 5, 2021",Niagara Region Public Health,5,7,1,2,8,0.4,3,0.6,0,0
"July 6, 2021",Niagara Region Public Health,2,7,0.4,4,8,0.8,0,0,0,0
"July 7, 2021",Niagara Region Public Health,3,6,0.6,3,8,0.6,1,0.2,0,0
"July 8, 2021",Niagara Region Public Health,3,5,0.6,4,7,0.8,0,0,0,0
"July 9, 2021",Niagara Region Public Health,1,4,0.2,6,6,1.2,1,0.2,1,0.2
"July 10, 2021",Niagara Region Public Health,4,3,0.8,3,5,0.6,0,0,0,0
"July 11, 2021",Niagara Region Public Health,2,3,0.4,6,4,1.2,0,0,0,0
"July 12, 2021",Niagara Region Public Health,6,3,1.2,4,4,0.8,0,0,1,0.2
