pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,numtotal_dose4_administered,updated
47,Saskatchewan,2021-08-27,1469601,2021-08-26,778910,690691,,,1
12,Nova Scotia,2021-08-27,1425773,2021-08-21,751818,673955,0,,0
46,Manitoba,2021-08-27,1876953,2021-08-21,1180974,695886,89,,0
13,New Brunswick,2021-08-27,1082099,2021-08-21,577452,504647,0,,0
10,Newfoundland and Labrador,2021-08-27,763426,2021-08-21,413957,349469,0,,0
11,Prince Edward Island,2021-08-27,239883,2021-08-25,127914,111966,,,0
61,Northwest Territories,2021-08-27,66295,2021-08-21,34182,32113,,,0
62,Nunavut,2021-08-27,44138,2021-08-21,22998,21140,,,0
60,Yukon,2021-08-27,65066,2021-08-21,33335,31731,0,0,0
1,Canada,2021-08-27,52833940,2021-08-27,27897148,24916866,3946,7,1
24,Quebec,2021-08-28,12227291,2021-08-26,6416896,5794429,,,0
35,Ontario,2021-08-28,20665231,2021-08-27,10754817,9906401,4006,7,1
59,British Columbia,2021-08-28,7408715,2021-08-26,3892238,3516477,,,0
48,Alberta,2021-08-28,5528420,2021-08-26,2921476,2606944,,,0
47,Saskatchewan,2021-08-28,1472272,2021-08-27,779959,692313,,,1
12,Nova Scotia,2021-08-28,1425773,2021-08-21,751818,673955,0,,0
46,Manitoba,2021-08-28,1876953,2021-08-21,1180974,695886,89,,0
13,New Brunswick,2021-08-28,1082099,2021-08-21,577452,504647,0,,0
10,Newfoundland and Labrador,2021-08-28,763426,2021-08-21,413957,349469,0,,0
11,Prince Edward Island,2021-08-28,239883,2021-08-25,127914,111966,,,0
61,Northwest Territories,2021-08-28,66295,2021-08-21,34182,32113,,,0
62,Nunavut,2021-08-28,44583,2021-08-28,23188,21395,,,1
60,Yukon,2021-08-28,65483,2021-08-28,33493,31990,0,0,1
1,Canada,2021-08-28,52866424,2021-08-28,27908364,24937985,4095,7,1
24,Quebec,2021-08-29,12227291,2021-08-26,6416896,5794429,,,0
35,Ontario,2021-08-29,20682558,2021-08-28,10760678,9917780,4093,7,1
59,British Columbia,2021-08-29,7408715,2021-08-26,3892238,3516477,,,0
48,Alberta,2021-08-29,5528420,2021-08-26,2921476,2606944,,,0
47,Saskatchewan,2021-08-29,1474519,2021-08-28,780796,693723,,,1
12,Nova Scotia,2021-08-29,1425773,2021-08-21,751818,673955,0,,0
46,Manitoba,2021-08-29,1876953,2021-08-21,1180974,695886,89,,0
13,New Brunswick,2021-08-29,1082099,2021-08-21,577452,504647,0,,0
10,Newfoundland and Labrador,2021-08-29,763426,2021-08-21,413957,349469,0,,0
11,Prince Edward Island,2021-08-29,239883,2021-08-25,127914,111966,,,0
61,Northwest Territories,2021-08-29,66295,2021-08-21,34182,32113,,,0
62,Nunavut,2021-08-29,44583,2021-08-28,23188,21395,,,0
60,Yukon,2021-08-29,65483,2021-08-28,33493,31990,0,0,0
1,Canada,2021-08-29,52885998,2021-08-29,27915062,24950774,4182,7,1
24,Quebec,2021-08-30,12316461,2021-08-29,6438565,5860596,,,1
35,Ontario,2021-08-30,20713650,2021-08-29,10772077,9936505,5061,7,1
59,British Columbia,2021-08-30,7453107,2021-08-29,3909374,3543733,,,1
48,Alberta,2021-08-30,5551932,2021-08-29,2930811,2621121,,,1
47,Saskatchewan,2021-08-30,1475692,2021-08-29,781247,694445,,,1
12,Nova Scotia,2021-08-30,1425773,2021-08-21,751818,673955,0,,0
46,Manitoba,2021-08-30,1876953,2021-08-21,1180974,695886,89,,0
13,New Brunswick,2021-08-30,1082099,2021-08-21,577452,504647,0,,0
10,Newfoundland and Labrador,2021-08-30,763426,2021-08-21,413957,349469,0,,0
11,Prince Edward Island,2021-08-30,239883,2021-08-25,127914,111966,,,0
61,Northwest Territories,2021-08-30,66295,2021-08-21,34182,32113,,,0
62,Nunavut,2021-08-30,44583,2021-08-28,23188,21395,,,0
60,Yukon,2021-08-30,65483,2021-08-28,33493,31990,0,0,0
1,Canada,2021-08-30,53075337,2021-08-30,27975052,25077821,5150,7,1
24,Quebec,2021-08-31,12340055,2021-08-30,6438565,5877445,,,1
35,Ontario,2021-08-31,20748015,2021-08-30,10784518,9957247,6243,7,1
59,British Columbia,2021-08-31,7463858,2021-08-30,3914103,3549755,,,1
48,Alberta,2021-08-31,5559321,2021-08-30,2933772,2625549,,,1
47,Saskatchewan,2021-08-31,1476374,2021-08-30,781570,694804,,,1
12,Nova Scotia,2021-08-31,1425773,2021-08-21,751818,673955,0,,0
46,Manitoba,2021-08-31,1876953,2021-08-21,1180974,695886,89,,0
13,New Brunswick,2021-08-31,1082099,2021-08-21,577452,504647,0,,0
10,Newfoundland and Labrador,2021-08-31,763426,2021-08-21,413957,349469,0,,0
11,Prince Edward Island,2021-08-31,241495,2021-08-28,128231,113261,,,1
61,Northwest Territories,2021-08-31,67111,2021-08-28,34636,32475,,,1
62,Nunavut,2021-08-31,44583,2021-08-28,23188,21395,,,0
60,Yukon,2021-08-31,65483,2021-08-28,33493,31990,0,0,0
1,Canada,2021-08-31,53154546,2021-08-31,27996277,25127878,6332,7,1
24,Quebec,2021-09-01,12366735,2021-08-31,6452486,5895844,,,1
35,Ontario,2021-09-01,20784086,2021-08-31,10799604,9975947,8528,7,1
59,British Columbia,2021-09-01,7479315,2021-08-31,3920351,3558964,,,1
48,Alberta,2021-09-01,5566535,2021-08-31,2936746,2629789,,,1
47,Saskatchewan,2021-09-01,1478163,2021-08-31,782340,695823,,,1
12,Nova Scotia,2021-09-01,1425773,2021-08-21,751818,673955,0,,0
46,Manitoba,2021-09-01,1876953,2021-08-21,1180974,695886,89,,0
13,New Brunswick,2021-09-01,1082099,2021-08-21,577452,504647,0,,0
10,Newfoundland and Labrador,2021-09-01,763426,2021-08-21,413957,349469,0,,0
11,Prince Edward Island,2021-09-01,241495,2021-08-28,128231,113261,,,0
61,Northwest Territories,2021-09-01,67111,2021-08-28,34636,32475,,,0
62,Nunavut,2021-09-01,44583,2021-08-28,23188,21395,,,0
60,Yukon,2021-09-01,65483,2021-08-28,33493,31990,0,0,0
1,Canada,2021-09-01,53241757,2021-09-01,28035276,25179445,8617,7,1
24,Quebec,2021-09-02,12389585,2021-09-01,6452486,5910562,,,1
35,Ontario,2021-09-02,20829246,2021-09-01,10820070,9997395,11774,7,1
59,British Columbia,2021-09-02,7494567,2021-09-01,3927413,3567154,,,1
48,Alberta,2021-09-02,5574762,2021-09-01,2940491,2634271,,,1
47,Saskatchewan,2021-09-02,1481096,2021-09-01,782340,695823,,,1
12,Nova Scotia,2021-09-02,1443078,2021-08-28,755480,687598,0,,1
46,Manitoba,2021-09-02,1898507,2021-08-28,1188865,709549,89,,1
13,New Brunswick,2021-09-02,1105249,2021-08-28,583067,522182,0,,1
10,Newfoundland and Labrador,2021-09-02,779461,2021-08-28,416602,362859,0,,1
11,Prince Edward Island,2021-09-02,243650,2021-09-01,128623,115024,,,1
61,Northwest Territories,2021-09-02,67111,2021-08-28,34636,32475,,,0
62,Nunavut,2021-09-02,44583,2021-08-28,23188,21395,,,0
60,Yukon,2021-09-02,65483,2021-08-28,33493,31990,0,0,0
1,Canada,2021-09-02,53416378,2021-09-02,28086754,25288277,11863,7,1
24,Quebec,2021-09-03,12418711,2021-09-02,6452486,5929188,,,1
35,Ontario,2021-09-03,20874613,2021-09-02,10840151,10021205,13250,7,1
59,British Columbia,2021-09-03,7509127,2021-09-02,3934277,3574850,,,1
48,Alberta,2021-09-03,5583842,2021-09-02,2944658,2639184,,,1
47,Saskatchewan,2021-09-03,1483812,2021-09-02,784699,699113,,,1
12,Nova Scotia,2021-09-03,1443078,2021-08-28,755480,687598,0,,0
46,Manitoba,2021-09-03,1898507,2021-08-28,1188865,709549,89,,0
13,New Brunswick,2021-09-03,1105249,2021-08-28,583067,522182,0,,0
10,Newfoundland and Labrador,2021-09-03,779461,2021-08-28,416602,362859,0,,0
11,Prince Edward Island,2021-09-03,243650,2021-09-01,128623,115024,,,0
61,Northwest Territories,2021-09-03,67111,2021-08-28,34636,32475,,,0
62,Nunavut,2021-09-03,44583,2021-08-28,23188,21395,,,0
60,Yukon,2021-09-03,65483,2021-08-28,33493,31990,0,0,0
1,Canada,2021-09-03,53517227,2021-09-03,28120225,25346612,13339,7,1
24,Quebec,2021-09-04,12418711,2021-09-02,6452486,5929188,,,0
35,Ontario,2021-09-04,20906300,2021-09-03,10853956,10038868,13467,9,1
59,British Columbia,2021-09-04,7509127,2021-09-02,3934277,3574850,,,0
48,Alberta,2021-09-04,5583842,2021-09-02,2944658,2639184,,,0
47,Saskatchewan,2021-09-04,1486624,2021-09-03,786031,700593,,,1
12,Nova Scotia,2021-09-04,1443078,2021-08-28,755480,687598,0,,0
46,Manitoba,2021-09-04,1898507,2021-08-28,1188865,709549,89,,0
13,New Brunswick,2021-09-04,1105249,2021-08-28,583067,522182,0,,0
10,Newfoundland and Labrador,2021-09-04,779461,2021-08-28,416602,362859,0,,0
11,Prince Edward Island,2021-09-04,243650,2021-09-01,128623,115024,,,0
61,Northwest Territories,2021-09-04,67111,2021-08-28,34636,32475,,,0
62,Nunavut,2021-09-04,44918,2021-09-04,23356,21562,,,1
60,Yukon,2021-09-04,65764,2021-09-04,33605,32159,0,0,1
1,Canada,2021-09-04,53552342,2021-09-04,28135642,25366091,13556,9,1
24,Quebec,2021-09-05,12418711,2021-09-02,6452486,5929188,,,0
35,Ontario,2021-09-05,20927108,2021-09-04,10863168,10050327,13604,9,1
59,British Columbia,2021-09-05,7509127,2021-09-02,3934277,3574850,,,0
48,Alberta,2021-09-05,5583842,2021-09-02,2944658,2639184,,,0
47,Saskatchewan,2021-09-05,1489113,2021-09-04,787141,701972,,,1
12,Nova Scotia,2021-09-05,1443078,2021-08-28,755480,687598,0,,0
46,Manitoba,2021-09-05,1898507,2021-08-28,1188865,709549,89,,0
13,New Brunswick,2021-09-05,1105249,2021-08-28,583067,522182,0,,0
10,Newfoundland and Labrador,2021-09-05,779461,2021-08-28,416602,362859,0,,0
11,Prince Edward Island,2021-09-05,243650,2021-09-01,128623,115024,,,0
61,Northwest Territories,2021-09-05,67111,2021-08-28,34636,32475,,,0
62,Nunavut,2021-09-05,44918,2021-09-04,23356,21562,,,0
60,Yukon,2021-09-05,65764,2021-09-04,33605,32159,0,0,0
1,Canada,2021-09-05,53575639,2021-09-05,28145964,25378929,13693,9,1
24,Quebec,2021-09-06,12418711,2021-09-02,6452486,5929188,,,0
35,Ontario,2021-09-06,20940595,2021-09-05,10869346,10057534,13706,9,1
59,British Columbia,2021-09-06,7509127,2021-09-02,3934277,3574850,,,0
48,Alberta,2021-09-06,5583842,2021-09-02,2944658,2639184,,,0
47,Saskatchewan,2021-09-06,1490119,2021-09-05,787524,702595,,,1
12,Nova Scotia,2021-09-06,1443078,2021-08-28,755480,687598,0,,0
46,Manitoba,2021-09-06,1898507,2021-08-28,1188865,709549,89,,0
13,New Brunswick,2021-09-06,1105249,2021-08-28,583067,522182,0,,0
10,Newfoundland and Labrador,2021-09-06,779461,2021-08-28,416602,362859,0,,0
11,Prince Edward Island,2021-09-06,243650,2021-09-01,128623,115024,,,0
61,Northwest Territories,2021-09-06,67111,2021-08-28,34636,32475,,,0
62,Nunavut,2021-09-06,44918,2021-09-04,23356,21562,,,0
60,Yukon,2021-09-06,65764,2021-09-04,33605,32159,0,0,0
1,Canada,2021-09-06,53590132,2021-09-06,28152525,25386759,13795,9,1
24,Quebec,2021-09-07,12497942,2021-09-06,6452486,5980983,,,1
35,Ontario,2021-09-07,20980155,2021-09-06,10885931,10077435,16778,11,1
59,British Columbia,2021-09-07,7545871,2021-09-06,3948914,3596957,,,1
48,Alberta,2021-09-07,5611168,2021-09-06,2957047,2654121,,,1
47,Saskatchewan,2021-09-07,1490413,2021-09-06,787657,702756,,,1
12,Nova Scotia,2021-09-07,1443078,2021-08-28,755480,687598,0,,0
46,Manitoba,2021-09-07,1898507,2021-08-28,1188865,709549,89,,0
13,New Brunswick,2021-09-07,1105249,2021-08-28,583067,522182,0,,0
10,Newfoundland and Labrador,2021-09-07,779461,2021-08-28,416602,362859,0,,0
11,Prince Edward Island,2021-09-07,244813,2021-09-04,128981,115824,,,1
61,Northwest Territories,2021-09-07,67111,2021-08-28,34636,32475,,,0
62,Nunavut,2021-09-07,44918,2021-09-04,23356,21562,,,0
60,Yukon,2021-09-07,65764,2021-09-04,33605,32159,0,0,0
1,Canada,2021-09-07,53774450,2021-09-07,28196627,25496460,16867,11,1
24,Quebec,2021-09-08,12517931,2021-09-07,6497500,5993598,,,1
35,Ontario,2021-09-08,21020115,2021-09-07,10902403,10096068,21631,13,1
59,British Columbia,2021-09-08,7557556,2021-09-07,3954355,3603201,,,1
48,Alberta,2021-09-08,5611168,2021-09-06,2957047,2654121,,,0
47,Saskatchewan,2021-09-08,1490806,2021-09-07,787849,702957,,,1
12,Nova Scotia,2021-09-08,1443078,2021-08-28,755480,687598,0,,0
46,Manitoba,2021-09-08,1898507,2021-08-28,1188865,709549,89,,0
13,New Brunswick,2021-09-08,1105249,2021-08-28,583067,522182,0,,0
10,Newfoundland and Labrador,2021-09-08,779461,2021-08-28,416602,362859,0,,0
11,Prince Edward Island,2021-09-08,244813,2021-09-04,128981,115824,,,0
61,Northwest Territories,2021-09-08,67601,2021-09-04,34912,32689,,,1
62,Nunavut,2021-09-08,44918,2021-09-04,23356,21562,,,0
60,Yukon,2021-09-08,65764,2021-09-04,33605,32159,0,0,0
1,Canada,2021-09-08,53846967,2021-09-08,28264022,25534367,21720,13,1
24,Quebec,2021-09-09,12543668,2021-09-08,6497500,6009292,,,1
35,Ontario,2021-09-09,21058155,2021-09-08,10917376,10114025,26737,17,1
59,British Columbia,2021-09-09,7570924,2021-09-08,3960817,3610107,,,1
48,Alberta,2021-09-09,5626056,2021-09-08,2964933,2661123,,,1
47,Saskatchewan,2021-09-09,1493099,2021-09-08,788911,704188,,,1
12,Nova Scotia,2021-09-09,1454296,2021-09-04,759126,695170,0,,1
46,Manitoba,2021-09-09,1913594,2021-09-04,1194615,718875,100,,1
13,New Brunswick,2021-09-09,1117628,2021-09-04,587613,530015,0,,1
10,Newfoundland and Labrador,2021-09-09,790248,2021-09-04,418878,371370,0,,1
11,Prince Edward Island,2021-09-09,246214,2021-09-08,129334,116871,,,1
61,Northwest Territories,2021-09-09,67601,2021-09-04,34912,32689,,,0
62,Nunavut,2021-09-09,44918,2021-09-04,23356,21562,,,0
60,Yukon,2021-09-09,65764,2021-09-04,33605,32159,0,0,0
1,Canada,2021-09-09,53992165,2021-09-09,28310976,25617446,26837,17,1
24,Quebec,2021-09-10,12570901,2021-09-09,6514180,6026200,,,1
35,Ontario,2021-09-10,21099139,2021-09-09,10932782,10136485,29854,18,1
59,British Columbia,2021-09-10,7583999,2021-09-09,3967446,3616553,,,1
48,Alberta,2021-09-10,5634146,2021-09-09,2969160,2664986,,,1
47,Saskatchewan,2021-09-10,1495955,2021-09-09,790180,705775,,,1
12,Nova Scotia,2021-09-10,1454296,2021-09-04,759126,695170,0,,0
46,Manitoba,2021-09-10,1913594,2021-09-04,1194615,718875,100,,0
13,New Brunswick,2021-09-10,1117628,2021-09-04,587613,530015,0,,0
10,Newfoundland and Labrador,2021-09-10,790248,2021-09-04,418878,371370,0,,0
11,Prince Edward Island,2021-09-10,246214,2021-09-08,129334,116871,,,0
61,Northwest Territories,2021-09-10,67601,2021-09-04,34912,32689,,,0
62,Nunavut,2021-09-10,44918,2021-09-04,23356,21562,,,0
60,Yukon,2021-09-10,65764,2021-09-04,33605,32159,0,0,0
1,Canada,2021-09-10,54084403,2021-09-10,28355187,25668710,29954,18,1
24,Quebec,2021-09-11,12570901,2021-09-09,6514180,6026200,,,0
35,Ontario,2021-09-11,21127839,2021-09-10,10943901,10153537,30382,19,1
59,British Columbia,2021-09-11,7583999,2021-09-09,3967446,3616553,,,0
48,Alberta,2021-09-11,5634146,2021-09-09,2969160,2664986,,,0
47,Saskatchewan,2021-09-11,1498709,2021-09-10,791436,705775,,,1
12,Nova Scotia,2021-09-11,1454296,2021-09-04,759126,695170,0,,0
46,Manitoba,2021-09-11,1913594,2021-09-04,1194615,718875,100,,0
13,New Brunswick,2021-09-11,1117628,2021-09-04,587613,530015,0,,0
10,Newfoundland and Labrador,2021-09-11,790248,2021-09-04,418878,371370,0,,0
11,Prince Edward Island,2021-09-11,246214,2021-09-08,129334,116871,,,0
61,Northwest Territories,2021-09-11,67601,2021-09-04,34912,32689,,,0
62,Nunavut,2021-09-11,45374,2021-09-11,23648,21726,,,1
60,Yukon,2021-09-11,66073,2021-09-11,33719,32354,0,0,1
1,Canada,2021-09-11,54116622,2021-09-11,28367968,25686121,30482,19,1
24,Quebec,2021-09-12,12570901,2021-09-09,6514180,6026200,,,0
35,Ontario,2021-09-12,21143078,2021-09-11,10949992,10162214,30852,20,1
59,British Columbia,2021-09-12,7583999,2021-09-09,3967446,3616553,,,0
48,Alberta,2021-09-12,5634146,2021-09-09,2969160,2664986,,,0
47,Saskatchewan,2021-09-12,1501226,2021-09-11,792540,708686,,,1
12,Nova Scotia,2021-09-12,1454296,2021-09-04,759126,695170,0,,0
46,Manitoba,2021-09-12,1913594,2021-09-04,1194615,718875,100,,0
13,New Brunswick,2021-09-12,1117628,2021-09-04,587613,530015,0,,0
10,Newfoundland and Labrador,2021-09-12,790248,2021-09-04,418878,371370,0,,0
11,Prince Edward Island,2021-09-12,246214,2021-09-08,129334,116871,,,0
61,Northwest Territories,2021-09-12,67601,2021-09-04,34912,32689,,,0
62,Nunavut,2021-09-12,45374,2021-09-11,23648,21726,,,0
60,Yukon,2021-09-12,66073,2021-09-11,33719,32354,0,0,0
1,Canada,2021-09-12,54134378,2021-09-12,28375163,25697709,30952,20,1
24,Quebec,2021-09-13,12635280,2021-09-12,6533020,6067539,,,1
35,Ontario,2021-09-13,21171690,2021-09-12,10961052,10176721,33895,22,1
59,British Columbia,2021-09-13,7618453,2021-09-12,3983839,3634614,,,1
48,Alberta,2021-09-13,5656213,2021-09-12,2979886,2676327,,,1
47,Saskatchewan,2021-09-13,1502720,2021-09-12,793195,709525,,,1
12,Nova Scotia,2021-09-13,1454296,2021-09-04,759126,695170,0,,0
46,Manitoba,2021-09-13,1913594,2021-09-04,1194615,718875,100,,0
13,New Brunswick,2021-09-13,1117628,2021-09-04,587613,530015,0,,0
10,Newfoundland and Labrador,2021-09-13,790248,2021-09-04,418878,371370,0,,0
11,Prince Edward Island,2021-09-13,246214,2021-09-08,129334,116871,,,0
61,Northwest Territories,2021-09-13,67601,2021-09-04,34912,32689,,,0
62,Nunavut,2021-09-13,45374,2021-09-11,23648,21726,,,0
60,Yukon,2021-09-13,66073,2021-09-11,33719,32354,0,0,0
1,Canada,2021-09-13,54285384,2021-09-13,28432837,25783796,33995,22,1
24,Quebec,2021-09-14,12650493,2021-09-13,6533020,6076480,,,1
35,Ontario,2021-09-14,21209684,2021-09-13,10974571,10195311,39778,24,1
59,British Columbia,2021-09-14,7630846,2021-09-13,3990366,3640480,,,1
48,Alberta,2021-09-14,5665956,2021-09-13,2985023,2680933,,,1
47,Saskatchewan,2021-09-14,1503385,2021-09-13,793470,709915,,,1
12,Nova Scotia,2021-09-14,1454296,2021-09-04,759126,695170,0,,0
46,Manitoba,2021-09-14,1913594,2021-09-04,1194615,718875,100,,0
13,New Brunswick,2021-09-14,1117628,2021-09-04,587613,530015,0,,0
10,Newfoundland and Labrador,2021-09-14,790248,2021-09-04,418878,371370,0,,0
11,Prince Edward Island,2021-09-14,247385,2021-09-11,129624,117751,,,1
61,Northwest Territories,2021-09-14,68114,2021-09-11,35184,32930,,,1
62,Nunavut,2021-09-14,45374,2021-09-11,23648,21726,,,0
60,Yukon,2021-09-14,66073,2021-09-11,33719,32354,0,0,0
1,Canada,2021-09-14,54363076,2021-09-14,28458857,25823310,39878,24,1
24,Quebec,2021-09-15,12666616,2021-09-14,6543444,6085939,,,1
35,Ontario,2021-09-15,21247756,2021-09-14,10988106,10213706,45918,26,1
59,British Columbia,2021-09-15,7643913,2021-09-14,3997107,3646806,,,1
48,Alberta,2021-09-15,5674732,2021-09-14,2989670,2685062,,,1
47,Saskatchewan,2021-09-15,1505431,2021-09-14,794415,711016,,,1
12,Nova Scotia,2021-09-15,1454296,2021-09-04,759126,695170,0,,0
46,Manitoba,2021-09-15,1913594,2021-09-04,1194615,718875,100,,0
13,New Brunswick,2021-09-15,1117628,2021-09-04,587613,530015,0,,0
10,Newfoundland and Labrador,2021-09-15,790248,2021-09-04,418878,371370,0,,0
11,Prince Edward Island,2021-09-15,247385,2021-09-11,129624,117751,,,0
61,Northwest Territories,2021-09-15,68114,2021-09-11,35184,32930,,,0
62,Nunavut,2021-09-15,45374,2021-09-11,23648,21726,,,0
60,Yukon,2021-09-15,66073,2021-09-11,33719,32354,0,0,0
1,Canada,2021-09-15,54441160,2021-09-15,28495149,25862720,46018,26,1
24,Quebec,2021-09-16,12686736,2021-09-15,6543444,6098219,,,1
35,Ontario,2021-09-16,21285441,2021-09-15,11001312,10232189,51914,26,1
59,British Columbia,2021-09-16,7658443,2021-09-15,4004302,3654141,,,1
48,Alberta,2021-09-16,5685024,2021-09-15,2995338,2689686,,,1
47,Saskatchewan,2021-09-16,1508026,2021-09-15,795672,712354,,,1
12,Nova Scotia,2021-09-16,1468726,2021-09-11,764282,704444,0,,1
46,Manitoba,2021-09-16,1931660,2021-09-11,1203587,727960,109,,1
13,New Brunswick,2021-09-16,1126574,2021-09-11,591092,535482,0,,1
10,Newfoundland and Labrador,2021-09-16,797129,2021-09-11,421223,375906,0,,1
11,Prince Edward Island,2021-09-16,248935,2021-09-15,130114,118795,,,1
61,Northwest Territories,2021-09-16,68114,2021-09-11,35184,32930,,,0
62,Nunavut,2021-09-16,45374,2021-09-11,23648,21726,,,0
60,Yukon,2021-09-16,66073,2021-09-11,33719,32354,0,0,0
1,Canada,2021-09-16,54576255,2021-09-16,28542917,25936186,52023,26,1
24,Quebec,2021-09-17,12709800,2021-09-16,6556875,6111951,,,1
35,Ontario,2021-09-17,21325196,2021-09-16,11014944,10254576,55650,26,1
59,British Columbia,2021-09-17,7675294,2021-09-16,4013683,3661611,,,1
48,Alberta,2021-09-17,5754307,2021-09-16,3012371,2699191,,,1
47,Saskatchewan,2021-09-17,1511313,2021-09-16,797232,714081,,,1
12,Nova Scotia,2021-09-17,1468726,2021-09-11,764282,704444,0,,0
46,Manitoba,2021-09-17,1931660,2021-09-11,1203587,727960,109,,0
13,New Brunswick,2021-09-17,1126574,2021-09-11,591092,535482,0,,0
10,Newfoundland and Labrador,2021-09-17,797129,2021-09-11,421223,375906,0,,0
11,Prince Edward Island,2021-09-17,248935,2021-09-15,130114,118795,,,0
61,Northwest Territories,2021-09-17,68114,2021-09-11,35184,32930,,,0
62,Nunavut,2021-09-17,45374,2021-09-11,23648,21726,,,0
60,Yukon,2021-09-17,66073,2021-09-11,33719,32354,0,0,0
1,Canada,2021-09-17,54728495,2021-09-17,28597954,25991007,55759,26,1
24,Quebec,2021-09-18,12709800,2021-09-16,6556875,6111951,,,0
35,Ontario,2021-09-18,21354905,2021-09-17,11025432,10272859,56588,26,1
